"method","target","itempool_size","replication","rmse","overexposed","utilization_01","utilization_03","utilization_05","uniformity","max_spike","max_spike_1","max_spike_2","max_spike_3","max_spike_4","max_spike_5"
"alpha-stratification-1str-2","0.25","900",42,0.296521509753931,0.0411111111111111,0.21,0.173333333333333,0.152222222222222,0.471561465880418,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",43,0.293800161994893,0.0411111111111111,0.21,0.172222222222222,0.151111111111111,0.47095868053511,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",44,0.296953419810572,0.0422222222222222,0.215555555555556,0.174444444444444,0.152222222222222,0.471517104906259,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",45,0.292736993785305,0.0411111111111111,0.208888888888889,0.172222222222222,0.15,0.471319672514067,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",46,0.295033911411463,0.04,0.21,0.172222222222222,0.15,0.471315557051639,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",47,0.297609556804671,0.0411111111111111,0.207777777777778,0.173333333333333,0.15,0.470636789952114,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",48,0.297498310293537,0.0411111111111111,0.204444444444444,0.17,0.15,0.469714178120658,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",49,0.296410021363878,0.0411111111111111,0.207777777777778,0.172222222222222,0.15,0.470454113581052,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",50,0.296401895765438,0.0411111111111111,0.208888888888889,0.172222222222222,0.151111111111111,0.471437550049735,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",51,0.294388974874103,0.0411111111111111,0.208888888888889,0.174444444444444,0.15,0.469771612749695,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",52,0.289859948691527,0.0411111111111111,0.21,0.172222222222222,0.15,0.479777578735585,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",53,0.295861434989169,0.0411111111111111,0.21,0.174444444444444,0.15,0.470919724291783,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",54,0.292283103924111,0.0422222222222222,0.206666666666667,0.171111111111111,0.147777777777778,0.469963538242965,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",55,0.294300113399876,0.0411111111111111,0.21,0.174444444444444,0.15,0.479401786403369,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",56,0.294291076364029,0.0411111111111111,0.208888888888889,0.172222222222222,0.151111111111111,0.470094852432109,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",57,0.291790798801666,0.0422222222222222,0.211111111111111,0.173333333333333,0.15,0.471150404864415,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",58,0.293356479829393,0.0433333333333333,0.208888888888889,0.171111111111111,0.148888888888889,0.478271533167442,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",59,0.29324927509707,0.0422222222222222,0.21,0.172222222222222,0.15,0.47827447829342,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",60,0.298807589623069,0.0411111111111111,0.21,0.173333333333333,0.148888888888889,0.470262901277451,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",61,0.292827426490088,0.0422222222222222,0.208888888888889,0.173333333333333,0.15,0.470975936808546,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",62,0.29414870237731,0.0411111111111111,0.211111111111111,0.175555555555556,0.148888888888889,0.47948837172219,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",63,0.295822162484313,0.0422222222222222,0.208888888888889,0.174444444444444,0.148888888888889,0.470356911174114,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",64,0.291434776536178,0.0422222222222222,0.21,0.173333333333333,0.15,0.479334878952061,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",65,0.290471824930415,0.0411111111111111,0.21,0.174444444444444,0.151111111111111,0.471372783233042,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",66,0.294265232722599,0.0411111111111111,0.208888888888889,0.172222222222222,0.148888888888889,0.478287712398408,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",67,0.291365630587914,0.0411111111111111,0.207777777777778,0.174444444444444,0.146666666666667,0.470268973189452,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",68,0.291974888675445,0.0411111111111111,0.208888888888889,0.173333333333333,0.148888888888889,0.470617149179567,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",69,0.296350021222115,0.0411111111111111,0.211111111111111,0.176666666666667,0.148888888888889,0.470728661858846,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",70,0.295631742239873,0.0411111111111111,0.208888888888889,0.174444444444444,0.148888888888889,0.478976081692713,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",71,0.297463815073431,0.0411111111111111,0.207777777777778,0.172222222222222,0.15,0.47825645750241,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",72,0.293998321627865,0.0422222222222222,0.211111111111111,0.173333333333333,0.15,0.479375718901847,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",73,0.290167940829139,0.0411111111111111,0.208888888888889,0.174444444444444,0.148888888888889,0.46990544495295,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",74,0.297314240187574,0.0411111111111111,0.21,0.172222222222222,0.147777777777778,0.469994380983874,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",75,0.294910951093646,0.0411111111111111,0.211111111111111,0.173333333333333,0.15,0.47975683603225,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",76,0.290900181520849,0.0411111111111111,0.208888888888889,0.173333333333333,0.153333333333333,0.479076810877534,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",77,0.296101247900327,0.0411111111111111,0.207777777777778,0.173333333333333,0.15,0.471342948739913,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",78,0.292714894996528,0.0422222222222222,0.21,0.174444444444444,0.148888888888889,0.47133741319657,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",79,0.294484070659411,0.0411111111111111,0.21,0.172222222222222,0.15,0.470320691742149,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",80,0.297078040826801,0.0422222222222222,0.207777777777778,0.167777777777778,0.148888888888889,0.470377577902793,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",81,0.295244455531969,0.0411111111111111,0.208888888888889,0.173333333333333,0.147777777777778,0.471349016225205,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",82,0.291448097809767,0.0411111111111111,0.208888888888889,0.174444444444444,0.147777777777778,0.471261611976695,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",83,0.29436407492161,0.0411111111111111,0.21,0.174444444444444,0.151111111111111,0.470863866181332,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",84,0.292891962029512,0.0411111111111111,0.212222222222222,0.171111111111111,0.148888888888889,0.471002442959574,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",85,0.300019985446492,0.0411111111111111,0.212222222222222,0.174444444444444,0.151111111111111,0.471213027546043,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",86,0.294993408751114,0.0411111111111111,0.21,0.172222222222222,0.151111111111111,0.471012406994541,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",87,0.293011387420157,0.0411111111111111,0.204444444444444,0.172222222222222,0.15,0.471456834098512,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",88,0.291498061925831,0.0411111111111111,0.208888888888889,0.174444444444444,0.151111111111111,0.470456599136258,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",89,0.299052196676201,0.0433333333333333,0.206666666666667,0.171111111111111,0.151111111111111,0.469897425361347,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",90,0.2976467096475,0.0411111111111111,0.206666666666667,0.17,0.148888888888889,0.470394196948855,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",91,0.297026748081256,0.0411111111111111,0.213333333333333,0.171111111111111,0.15,0.47020872075803,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",92,0.300662184601705,0.0411111111111111,0.206666666666667,0.172222222222222,0.152222222222222,0.470197952902967,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",93,0.293029010469032,0.0411111111111111,0.211111111111111,0.172222222222222,0.148888888888889,0.470790172660823,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",94,0.294573231846201,0.0411111111111111,0.206666666666667,0.173333333333333,0.148888888888889,0.470909860890963,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",95,0.29189738140931,0.04,0.206666666666667,0.173333333333333,0.15,0.471124083771486,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",96,0.290733266139135,0.0422222222222222,0.208888888888889,0.174444444444444,0.15,0.470404972154355,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",97,0.298419185817704,0.04,0.205555555555556,0.172222222222222,0.151111111111111,0.479133025123262,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",98,0.291324657428077,0.0411111111111111,0.21,0.173333333333333,0.15,0.47907302451005,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",99,0.296330725448797,0.0411111111111111,0.208888888888889,0.172222222222222,0.15,0.46993970549891,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","900",100,0.295088432182153,0.0422222222222222,0.208888888888889,0.172222222222222,0.151111111111111,0.47826780684022,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",1,0.307450778816288,0.07,0.298333333333333,0.25,0.233333333333333,0.474801980411391,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",2,0.302929071393963,0.07,0.295,0.251666666666667,0.231666666666667,0.483317279479744,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",3,0.306335784130678,0.07,0.296666666666667,0.251666666666667,0.233333333333333,0.475745336895268,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",4,0.306754368568635,0.07,0.298333333333333,0.25,0.23,0.483002998413796,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",5,0.307410987292627,0.07,0.298333333333333,0.25,0.231666666666667,0.475451945312011,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",6,0.305336896759372,0.0716666666666667,0.295,0.25,0.228333333333333,0.475600607402097,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",7,0.3042663926789,0.07,0.295,0.25,0.231666666666667,0.475429296259091,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",8,0.308059150965715,0.07,0.298333333333333,0.25,0.231666666666667,0.474856134725605,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",9,0.304896789716995,0.07,0.295,0.25,0.233333333333333,0.475520339787124,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",10,0.307242241184347,0.07,0.298333333333333,0.251666666666667,0.231666666666667,0.483521030811479,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",11,0.303227390950748,0.07,0.295,0.25,0.23,0.475225624927041,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",12,0.304369438401187,0.07,0.3,0.251666666666667,0.23,0.47550966443909,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",13,0.30783082260912,0.07,0.295,0.25,0.23,0.483595944272383,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",14,0.304891798573522,0.07,0.296666666666667,0.25,0.233333333333333,0.484390216226641,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",15,0.306373105290345,0.07,0.296666666666667,0.251666666666667,0.231666666666667,0.483547551143547,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",16,0.306604838614682,0.07,0.295,0.251666666666667,0.233333333333333,0.475790696415149,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",17,0.30540159722951,0.07,0.295,0.251666666666667,0.233333333333333,0.475304087215343,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",18,0.305581301137347,0.07,0.296666666666667,0.251666666666667,0.233333333333333,0.482452236969817,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",19,0.308693998706122,0.07,0.296666666666667,0.251666666666667,0.23,0.474748671954047,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",20,0.303250731934871,0.07,0.296666666666667,0.251666666666667,0.233333333333333,0.482885945595016,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",21,0.306580600980554,0.07,0.298333333333333,0.248333333333333,0.23,0.47342100796462,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",22,0.306002226475332,0.07,0.295,0.25,0.233333333333333,0.475593570103416,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",23,0.305043162553083,0.07,0.298333333333333,0.25,0.233333333333333,0.474947053374773,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",24,0.307737386139682,0.07,0.295,0.251666666666667,0.231666666666667,0.474529345583067,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",25,0.305520038821049,0.07,0.296666666666667,0.248333333333333,0.233333333333333,0.482590757513428,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",26,0.306743199264716,0.07,0.295,0.248333333333333,0.231666666666667,0.483838060906828,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",27,0.303256930488181,0.0716666666666667,0.296666666666667,0.25,0.231666666666667,0.475019999747172,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",28,0.308605118296726,0.07,0.295,0.251666666666667,0.231666666666667,0.475161365297188,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",29,0.306336099736507,0.07,0.296666666666667,0.248333333333333,0.23,0.473744822442925,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",30,0.306203865892468,0.07,0.293333333333333,0.25,0.23,0.474797918460215,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",31,0.304155165536594,0.0716666666666667,0.295,0.248333333333333,0.231666666666667,0.475790055295549,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",32,0.303565323141324,0.07,0.296666666666667,0.25,0.233333333333333,0.483467440607774,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",33,0.306442312056728,0.0716666666666667,0.3,0.25,0.231666666666667,0.475549132650383,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",34,0.306238973464234,0.07,0.295,0.248333333333333,0.233333333333333,0.475876197325529,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",35,0.304555845826355,0.07,0.298333333333333,0.251666666666667,0.233333333333333,0.476044551683128,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",36,0.306893612653272,0.07,0.3,0.25,0.233333333333333,0.474752112956827,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",37,0.304222394008456,0.0716666666666667,0.296666666666667,0.25,0.231666666666667,0.475112236321161,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",38,0.302828859050345,0.0716666666666667,0.295,0.25,0.231666666666667,0.474999544744815,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",39,0.306040080672807,0.07,0.296666666666667,0.25,0.231666666666667,0.483177014931863,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",40,0.302442609472003,0.0733333333333333,0.295,0.251666666666667,0.231666666666667,0.475073066980673,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",41,0.307454782563723,0.07,0.293333333333333,0.25,0.231666666666667,0.475462996744142,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",42,0.30413577444882,0.07,0.296666666666667,0.251666666666667,0.233333333333333,0.475752107104774,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",43,0.305410727019444,0.07,0.3,0.251666666666667,0.233333333333333,0.47536789680312,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",44,0.307141530345384,0.0716666666666667,0.296666666666667,0.25,0.228333333333333,0.484056930245136,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",45,0.306337268917392,0.07,0.296666666666667,0.251666666666667,0.231666666666667,0.475138300063247,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",46,0.30707015189633,0.07,0.295,0.25,0.231666666666667,0.483188128836574,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",47,0.307167542288897,0.0716666666666667,0.298333333333333,0.25,0.231666666666667,0.474762757066111,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",48,0.305256142700296,0.07,0.298333333333333,0.251666666666667,0.231666666666667,0.474218177928283,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",49,0.303668846847075,0.07,0.296666666666667,0.25,0.231666666666667,0.475221018541593,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",50,0.304945790694769,0.07,0.298333333333333,0.251666666666667,0.231666666666667,0.476225214247612,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",51,0.308232940088101,0.07,0.295,0.251666666666667,0.231666666666667,0.47401257862622,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",52,0.30322722909288,0.07,0.295,0.25,0.231666666666667,0.47535673015114,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",53,0.302418435043084,0.07,0.295,0.251666666666667,0.233333333333333,0.475954787395012,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",54,0.30141985247559,0.07,0.298333333333333,0.25,0.231666666666667,0.47529913816291,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",55,0.303323349850532,0.07,0.298333333333333,0.248333333333333,0.231666666666667,0.474982559236485,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",56,0.304008145177413,0.07,0.295,0.25,0.231666666666667,0.474956384713788,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",57,0.302788693954827,0.07,0.296666666666667,0.251666666666667,0.233333333333333,0.475752580491361,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",58,0.309979565867435,0.07,0.296666666666667,0.248333333333333,0.23,0.473978077689377,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",59,0.304929994599077,0.07,0.295,0.25,0.233333333333333,0.475035978963375,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",60,0.306887218773765,0.07,0.3,0.251666666666667,0.231666666666667,0.474838347191877,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",61,0.302665543887679,0.07,0.295,0.251666666666667,0.233333333333333,0.483700655304177,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",62,0.308699118147525,0.07,0.296666666666667,0.25,0.233333333333333,0.475183651233837,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",63,0.306584482243097,0.07,0.298333333333333,0.25,0.231666666666667,0.48273006877029,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",64,0.305148597285158,0.07,0.298333333333333,0.251666666666667,0.233333333333333,0.475753610074161,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",65,0.302903106881571,0.07,0.298333333333333,0.25,0.231666666666667,0.483592443693425,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",66,0.304680474660595,0.07,0.298333333333333,0.246666666666667,0.233333333333333,0.475135934526231,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",67,0.301401314012927,0.07,0.296666666666667,0.25,0.231666666666667,0.474459158833664,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",68,0.301923247351023,0.0683333333333333,0.295,0.25,0.233333333333333,0.483199034545465,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",69,0.307775328941381,0.07,0.296666666666667,0.251666666666667,0.231666666666667,0.483116797610637,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",70,0.303568763457725,0.07,0.295,0.25,0.231666666666667,0.474763023619306,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",71,0.307414552112931,0.0683333333333333,0.295,0.248333333333333,0.231666666666667,0.47481657256026,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",72,0.304655720760074,0.07,0.3,0.25,0.231666666666667,0.475707932908339,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",73,0.304061579282663,0.07,0.295,0.251666666666667,0.231666666666667,0.483163983385273,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",74,0.303783552335265,0.07,0.295,0.25,0.231666666666667,0.483207248434948,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",75,0.303810667414633,0.07,0.298333333333333,0.25,0.231666666666667,0.484510568794846,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",76,0.304068394536351,0.07,0.298333333333333,0.251666666666667,0.231666666666667,0.474577852022776,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",77,0.307043611877874,0.07,0.296666666666667,0.248333333333333,0.233333333333333,0.475867164350552,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",78,0.304941759239848,0.07,0.296666666666667,0.25,0.231666666666667,0.476069113734856,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",79,0.305128993320849,0.07,0.295,0.251666666666667,0.233333333333333,0.483473383780506,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",80,0.307149343174054,0.0733333333333333,0.296666666666667,0.251666666666667,0.233333333333333,0.483279379840278,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",81,0.31113616682981,0.0716666666666667,0.296666666666667,0.251666666666667,0.231666666666667,0.484416412412617,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",82,0.302244769335842,0.0733333333333333,0.296666666666667,0.251666666666667,0.233333333333333,0.475801623863769,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",83,0.305539876129088,0.07,0.298333333333333,0.25,0.233333333333333,0.475384341051435,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",84,0.303455328224081,0.07,0.298333333333333,0.25,0.231666666666667,0.48323968500097,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",85,0.306907470683692,0.07,0.298333333333333,0.25,0.233333333333333,0.4829109778364,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",86,0.309757627871963,0.07,0.296666666666667,0.25,0.231666666666667,0.47507520962992,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",87,0.30791046052525,0.0716666666666667,0.295,0.248333333333333,0.231666666666667,0.483577443519255,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",88,0.302194732060209,0.07,0.296666666666667,0.248333333333333,0.233333333333333,0.475108369086276,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",89,0.308196832970088,0.0716666666666667,0.298333333333333,0.251666666666667,0.233333333333333,0.482948410731661,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",90,0.308362405184874,0.07,0.295,0.251666666666667,0.23,0.47471881483168,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",91,0.308239312080727,0.07,0.298333333333333,0.248333333333333,0.23,0.474616650483491,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",92,0.305906414215946,0.07,0.296666666666667,0.248333333333333,0.23,0.482025733213865,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",93,0.305532566498049,0.07,0.293333333333333,0.25,0.23,0.483133734762702,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",94,0.308076401852448,0.07,0.296666666666667,0.251666666666667,0.231666666666667,0.475322720009782,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",95,0.302250051824591,0.07,0.296666666666667,0.251666666666667,0.231666666666667,0.483891729025369,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",96,0.304097549846465,0.07,0.3,0.251666666666667,0.233333333333333,0.475286707821778,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",97,0.310046713871189,0.07,0.296666666666667,0.251666666666667,0.23,0.476059698364248,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",98,0.303558140290006,0.07,0.296666666666667,0.248333333333333,0.231666666666667,0.483241275207544,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",99,0.304191755767727,0.07,0.296666666666667,0.251666666666667,0.23,0.47516577470948,1,1,1,1,1,1
"alpha-stratification-1str-2","0.25","600",100,0.308449237487466,0.07,0.295,0.25,0.235,0.483275525588208,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",1,0.298545239940176,0.0933333333333333,0.208888888888889,0.173333333333333,0.151111111111111,0.470464713231105,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",2,0.289711803705608,0.0922222222222222,0.207777777777778,0.174444444444444,0.148888888888889,0.470555673941477,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",3,0.296389627039212,0.0933333333333333,0.211111111111111,0.174444444444444,0.15,0.479804274235696,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",4,0.293798923058605,0.0933333333333333,0.207777777777778,0.175555555555556,0.151111111111111,0.471575271648744,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",5,0.292582154436803,0.0933333333333333,0.208888888888889,0.173333333333333,0.151111111111111,0.47143932576627,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",6,0.291626621355141,0.0922222222222222,0.207777777777778,0.171111111111111,0.152222222222222,0.47029257011865,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",7,0.296854893274755,0.0933333333333333,0.207777777777778,0.172222222222222,0.152222222222222,0.470561351899711,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",8,0.293632235543043,0.0933333333333333,0.205555555555556,0.172222222222222,0.151111111111111,0.479682949440006,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",9,0.292444297848419,0.0933333333333333,0.208888888888889,0.168888888888889,0.147777777777778,0.470572565474677,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",10,0.293465286224665,0.0922222222222222,0.212222222222222,0.174444444444444,0.153333333333333,0.471451319584685,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",11,0.290131406303091,0.0933333333333333,0.21,0.173333333333333,0.151111111111111,0.471326927331674,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",12,0.296460767610901,0.0933333333333333,0.21,0.172222222222222,0.15,0.470936731051064,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",13,0.295654419540143,0.0933333333333333,0.207777777777778,0.172222222222222,0.15,0.471252162242326,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",14,0.298908933558898,0.0933333333333333,0.21,0.174444444444444,0.15,0.471703191362422,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",15,0.293532660613435,0.0911111111111111,0.211111111111111,0.174444444444444,0.15,0.470649271889822,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",16,0.295047334341607,0.0922222222222222,0.207777777777778,0.172222222222222,0.15,0.470381415915929,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",17,0.292599607224843,0.0933333333333333,0.21,0.173333333333333,0.15,0.471698255020188,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",18,0.296154566400884,0.0933333333333333,0.21,0.172222222222222,0.147777777777778,0.469700967814327,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",19,0.298795989159668,0.0933333333333333,0.207777777777778,0.173333333333333,0.148888888888889,0.478253731900395,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",20,0.295369446138684,0.0933333333333333,0.213333333333333,0.171111111111111,0.15,0.470964577436075,1,1,1,1,1,1
"alpha-stratification-1str-2","0.15","900",21,0.294527492382989,0.0922222222222222,0.21,0.172222222222222,0.15,0.469901686929288,1,1,1,1,1,1
